2020
248.5, 0, 0
16, 0, 128
23, 0, 1450
8, 0, 1622
16, 0, 1746
16.5, 1, 140
10.5, 1, 462
21, 1, 548
14, 1, 1294
9, 1, 1442
245, 2, 2
15.5, 2, 112
13.5, 2, 396
21, 2, 518
19.5, 2, 524
7.5, 2, 734
17.5, 3, 580
11, 3, 1482
11.5, 3, 1610
194, 4, 4
15.5, 4, 324
8.5, 4, 764
8, 4, 1134
6, 5, 1214
11.5, 5, 1980
114.5, 6, 6
23, 7, 314
10.5, 7, 942
19.5, 7, 1196
25.5, 7, 1516
22, 7, 1536
1, 7, 1698
2, 7, 1958
124.5, 8, 8
16.5, 8, 1008
5.5, 8, 1332
17.5, 9, 408
20.5, 9, 792
25.5, 9, 846
163, 10, 10
24.5, 10, 222
7.5, 10, 1148
14, 11, 1456
238.5, 12, 12
16.5, 12, 380
21.5, 12, 416
120.5, 14, 14
5, 14, 1228
15, 14, 1514
25, 15, 102
1.5, 15, 588
24, 15, 1176
20.5, 15, 1282
24, 16, 6
188, 16, 16
1, 17, 430
13.5, 17, 1982
194.5, 18, 18
1.5, 18, 348
18, 18, 838
12, 18, 1024
18, 18, 1284
13, 19, 1082
176, 20, 20
4.5, 20, 1484
16.5, 20, 1612
20.5, 21, 90
188.5, 22, 22
21.5, 22, 966
14.5, 22, 1158
20, 22, 1858
4.5, 23, 446
200, 24, 24
8.5, 24, 414
12.5, 24, 1422
141, 26, 26
20.5, 26, 1372
9, 27, 106
9.5, 27, 638
13.5, 27, 1600
1, 27, 1644
196, 28, 28
15.5, 28, 230
13, 28, 660
12.5, 28, 944
23.5, 28, 1232
7, 29, 450
5, 29, 1950
190, 30, 30
1, 30, 466
5, 30, 1002
7, 30, 1146
24.5, 30, 1350
3, 31, 782
15.5, 31, 802
21.5, 31, 1310
176, 32, 32
15.5, 32, 140
11, 32, 860
18, 32, 1026
7.5, 32, 1794
17, 33, 50
6.5, 33, 630
1, 33, 778
15.5, 33, 1884
9.5, 33, 2014
201.5, 34, 34
18.5, 34, 160
18.5, 34, 610
15.5, 34, 1062
16.5, 34, 1618
2.5, 34, 1906
11.5, 35, 134
7, 35, 326
2, 35, 666
5.5, 35, 1214
24, 35, 1242
4.5, 35, 1682
183.5, 36, 36
20.5, 36, 858
2.5, 36, 1258
19.5, 37, 660
175.5, 38, 38
3, 38, 270
1, 38, 276
10.5, 38, 696
12, 38, 878
18, 38, 1256
15, 38, 1372
14.5, 39, 428
21, 39, 780
19.5, 39, 1942
136, 40, 40
13, 40, 684
6.5, 41, 1042
190.5, 42, 42
19, 42, 134
3, 42, 206
21.5, 43, 0
7, 43, 150
21, 43, 1142
15.5, 43, 1432
133.5, 44, 44
18, 45, 1944
130, 46, 46
9, 46, 344
7, 47, 598
10, 47, 1338
22.5, 47, 1350
174.5, 48, 48
2, 48, 222
3, 48, 1348
14, 49, 294
4, 49, 664
5, 49, 1678
118, 50, 50
5.5, 50, 1268
23.5, 51, 1046
19, 51, 1364
155, 52, 52
24, 52, 1262
25, 52, 1412
5.5, 52, 1872
6.5, 53, 96
2, 53, 1650
12.5, 53, 1828
170, 54, 54
5.5, 54, 126
